1081;sono
886;and
681;era
420;the, sia
420;the, sia
391;des
375;può
370;hanno
340;aveva
314;und
297;der
285;essere
244;deve
201;viene
194;que
183;generale
177;sguardo
175;two
174;own
166;sociale
